name,cbo,dit,lcom,loc,created_at,stargazer_count,releases,qi
facebook/react-native,5.42814371257485,1.4446107784431137,57.096556886227546,66039,8,111680,274,21.32310379241517
iluwatar/java-design-patterns,3.2489651094027203,1.1957421643997634,2.0798344175044354,32279,9,83623,0,2.1748472304356397
MisterBooo/LeetCodeAnimation,1.0,1.0,0.0,75,4,73945,0,0.6666666666666666
macrozheng/mall,3.9381578947368414,1.2394736842105265,1110.7486842105263,100874,5,69833,2,371.9754385964912
spring-projects/spring-boot,5.210066555740433,1.2906821963394344,11.577870216306156,337959,10,69269,186,6.026206322795342
GrowingGit/GitHub-Chinese-Top-Charts,0.0,1.0,0.0,5,4,65253,0,0.3333333333333333
kdn251/interviews,1.303501945525292,1.0077821011673151,0.2918287937743191,5622,6,60356,0,0.867704280155642
TheAlgorithms/Java,1.8468677494199537,1.0394431554524362,5.592807424593968,30875,7,53475,0,2.826372776488786
spring-projects/spring-framework,5.262711339567722,1.481885179909581,30.779339815445592,673508,12,53069,265,12.507978778307631
google/guava,3.8776711056054505,1.823474759987612,46.28460823784454,260155,9,48252,40,17.328584701145868
ReactiveX/RxJava,2.499789296249473,1.3148756847871892,47.41660345554151,370187,10,47211,232,17.077089478859392
square/retrofit,4.1354071363220495,1.182982616651418,16.738334858188473,26753,13,41963,0,7.35224153705398
apache/dubbo,5.200397702165267,1.2788334069818823,40.40565620857269,216737,11,39345,88,15.62829577257328
PhilJay/MPAndroidChart,8.843137254901961,1.9803921568627447,91.0326797385621,21111,9,36790,44,33.952069716775604
skylot/jadx,4.4430830039525695,1.633201581027668,30.38656126482213,113049,10,36086,28,12.154281949934123
jeecgboot/jeecg-boot,7.04932735426009,1.188340807174888,40.70104633781764,36251,4,35786,29,16.312904833084204
eugenp/tutorials,4.0728893263342085,1.1198600174978128,6.284339457567804,409639,10,34847,0,3.8256962671332757
airbnb/lottie-android,6.8731884057971016,1.3007246376811594,30.115942028985508,16387,6,34223,46,12.76328502415459
bumptech/glide,5.964666666666667,1.238,19.87333333333333,59487,10,33901,46,9.025333333333334
dbeaver/dbeaver,7.273152834008097,1.5861589068825912,51.79238360323887,435909,7,33641,183,20.21723178137652
alibaba/arthas,4.751851851851852,1.382716049382716,39.36913580246914,41972,5,33292,51,15.167901234567902
geekxh/hello-algorithm,1.3333333333333333,1.0,1.0,58,3,32798,0,1.111111111111111
Blankj/AndroidUtilCode,4.152238805970149,1.364179104477612,144.9313432835821,39966,7,32447,117,50.149253731343286
netty/netty,4.244783187805239,1.510433624389522,66.65428444575996,317088,12,31780,0,24.13650041931824
zxing/zxing,5.003361344537815,1.7092436974789915,22.80672268907563,39821,11,31471,30,9.839775910364146
xkcoding/spring-boot-demo,5.035343035343035,1.130977130977131,2.3264033264033266,7155,5,30403,0,2.830907830907831
ityouknow/spring-boot-examples,4.666666666666667,1.0264026402640265,4.584158415841584,4171,6,29361,0,3.4257425742574257
alibaba/easyexcel,6.570143884892087,1.3669064748201438,32.29676258992806,20387,5,28909,8,13.411270983213429
halo-dev/halo,7.813306852035749,1.224428997020854,5.975173783515392,34661,5,28658,134,5.004303210857331
apolloconfig/apollo,7.240506329113924,1.2943037974683544,12.794303797468354,27981,7,28335,38,7.10970464135021
SeleniumHQ/selenium,6.081930415263749,1.42648709315376,30.658810325476992,80105,10,27667,85,12.722409277964834
alibaba/nacos,5.223016171493042,1.3121474238435502,18.86348251222264,121997,5,27448,58,8.46621536918641
alibaba/druid,5.004699738903394,1.948476936466493,213.72863359442997,323086,11,27190,48,73.56060342326661
dromara/hutool,3.6706586826347305,1.2899914456800683,107.44653550042771,119025,9,27021,134,37.4690618762475
crossoverJie/JCSprout,1.962962962962963,1.0925925925925926,1.7654320987654322,4399,5,26999,0,1.6069958847736625
alibaba/canal,5.803118908382066,1.3840155945419104,74.76218323586744,109345,10,26652,27,27.31643924626381
alibaba/spring-cloud-alibaba,5.840215439856373,1.1023339317773788,16.41113105924596,15447,5,26369,35,7.784560143626571
lenve/vhr,4.4361702127659575,1.0212765957446808,48.32978723404256,2971,5,26299,0,17.9290780141844
wuyouzhuguli/SpringAll,5.137096774193548,1.1129032258064515,3.586021505376344,5988,5,26092,0,3.278673835125448
apache/kafka,7.216286456829339,1.4071614207334682,41.970978920011554,491393,12,25803,0,16.864808932524785
JakeWharton/butterknife,3.974264705882353,1.2352941176470589,10.481617647058824,7712,10,25614,0,5.230392156862745
alibaba/fastjson,1.8530109056424848,1.504188398925241,126.12122648964754,206496,11,25441,84,43.159475264738425
TeamNewPipe/NewPipe,8.361663652802893,1.654611211573237,43.79746835443038,39847,8,25207,126,17.937914406268835
xuxueli/xxl-job,4.680981595092025,1.1349693251533743,20.650306748466257,8607,7,25145,32,8.822085889570552
proxyee-down-org/proxyee-down,5.516666666666667,1.4666666666666666,19.516666666666666,3392,5,24999,49,8.833333333333334
termux/termux-app,5.940438871473354,1.426332288401254,59.175548589341695,24243,7,24441,89,22.180773249738767
greenrobot/EventBus,3.4262295081967213,1.836065573770492,9.05464480874317,5269,11,24436,7,4.772313296903461
scwang90/SmartRefreshLayout,6.279236276849642,1.6324582338902147,27.307875894988065,19470,6,24378,11,11.739856801909307
seata/seata,7.232253086419753,2.0073302469135803,719.1882716049382,185918,4,24196,37,242.80928497942386
signalapp/Signal-Android,6.737895716945996,1.5656424581005586,32.857774674115454,210792,11,24001,0,13.720437616387336
Netflix/Hystrix,3.345635910224439,1.568079800498753,20.253865336658357,62010,10,23588,79,8.389193682460517
doocs/leetcode,2.5902777777777777,1.0069444444444444,0.4583333333333333,3883,4,23190,19,1.3518518518518519
DrKLO/Telegram,6.714233106241944,1.627324617934082,67.21404897808875,1318672,9,22584,81,25.185202234088262
google/gson,2.92772186642269,1.2204940530649588,18.88380603842635,35423,8,22397,6,7.677340652637999
apache/skywalking,5.984108065156933,1.4247119586809691,5.005164878823996,77568,7,22361,57,4.137994967553966
apache/flink,7.067169323567428,1.6542438604049978,28.44859974149073,1097256,9,21927,0,12.390004308487718
libgdx/libgdx,5.064160401002506,1.8218045112781955,3522.936090225564,280421,11,21895,10,1176.607351712615
redisson/redisson,5.855614973262032,1.3109831345125462,163.94364459070343,143005,9,21726,132,57.036747566159335
jenkinsci/jenkins,6.042196237925776,1.9471276054905948,44.2737671581088,176056,12,21386,286,17.421030333841724
alibaba/Sentinel,4.264547090581884,1.1721655668866229,13.14637072585483,61616,5,21386,23,6.194361127774445
bazelbuild/bazel,7.463466477725622,1.583739261358604,66.22885484013817,608262,9,21340,225,25.09202019307413
krahets/hello-algo,2.0277777777777777,1.0,4.685185185185185,3856,0,21157,5,2.5709876543209877
google/ExoPlayer,7.539164888753429,1.2922889362999086,52.220054861322765,262348,9,21005,28,20.3505028954587
elunez/eladmin,7.734982332155477,1.1802120141342756,6.106007067137809,7732,4,20164,1,5.007067137809187
ReactiveX/RxAndroid,2.272727272727273,1.1272727272727272,3.090909090909091,1452,9,19802,20,2.1636363636363636
apache/rocketmq,6.572274881516588,1.3171406003159558,108.29304897314375,185893,6,19767,15,38.72748815165877
YunaiV/ruoyi-vue-pro,7.2660588479071695,1.2834645669291338,5.1860754247824286,49662,2,19749,20,4.578532946539577
didi/DoKit,4.502868068833652,1.319949012109624,71.76800509878903,80596,5,19644,10,25.863607393244106
EnterpriseQualityCoding/FizzBuzzEnterpriseEdition,2.901098901098901,1.0,0.2307692307692307,894,10,19429,0,1.377289377289377
oracle/graal,6.330190363941569,2.234472659737848,94.02125075895567,1555786,7,18995,32,34.1953045942117
CarGuo/GSYVideoPlayer,5.483277591973244,1.5819397993311035,56.84280936454849,30339,6,18965,43,21.30267558528428
mybatis/mybatis-3,3.553807426054122,1.26117054751416,21.53492762743864,54566,10,18889,40,8.783301867002308
apache/shardingsphere,6.467276099629041,1.452967673555909,23.3320084790673,178931,7,18777,54,10.417417417417417
brettwooldridge/HikariCP,4.386503067484663,1.3006134969325154,189.95705521472397,10652,9,18638,0,65.21472392638039
Baseflow/PhotoView,4.733333333333333,1.3555555555555556,24.6,1792,11,18604,5,10.22962962962963
linlinjava/litemall,4.615883306320908,1.1280388978930307,1532.8849270664505,90884,5,18346,8,512.8762830902215
dianping/cat,5.487830687830688,1.415873015873016,23.067195767195766,97660,10,18054,3,9.990299823633157
OpenAPITools/openapi-generator,4.938461538461539,1.2731494920174165,94.71872278664732,201624,5,17531,57,33.64344460570876
forezp/SpringCloudLearning,4.594405594405594,1.048951048951049,0.5944055944055944,1142,6,17476,0,2.079254079254079
yudaocode/SpringBoot-Labs,4.29290144727774,1.0544452101998625,1.3880082701585117,17375,4,17472,0,2.245118309212038
keycloak/keycloak,6.554548583228175,1.572215211655386,67.67523230469197,487826,10,17305,39,25.267332033191845
iBotPeaches/Apktool,6.386363636363637,1.8863636363636365,53.21022727272727,12163,11,17202,18,20.494318181818183
facebook/fresco,6.881077038145101,1.3859386686611816,26.725504861630515,67566,8,16989,46,11.664173522812264
Tencent/tinker,4.72244094488189,1.5905511811023625,27.108267716535437,39518,7,16873,54,11.140419947506564
nostra13/Android-Universal-Image-Loader,4.864285714285714,1.5857142857142856,28.84285714285714,7434,11,16806,0,11.764285714285714
shuzheng/zheng,4.530451866404715,1.4086444007858543,340.8565815324165,41742,6,16556,0,115.59855926653569
winterbe/java8-tutorial,1.0340909090909092,1.0,3.909090909090909,2081,9,16435,0,1.9810606060606062
LMAX-Exchange/disruptor,4.478048780487805,1.2902439024390244,25.882926829268293,13157,10,16338,13,10.550406504065041
Tencent/APIJSON,5.582089552238806,1.2686567164179106,832.4925373134329,12290,6,15839,94,279.7810945273632
JeffLi1993/springboot-learning-example,4.7105263157894735,1.043859649122807,2.491228070175439,1631,6,15653,0,2.7485380116959064
medcl/elasticsearch-analysis-ik,4.678571428571429,1.25,17.035714285714285,2051,11,15474,188,7.654761904761905
android10/Android-CleanArchitecture,5.142857142857143,1.4285714285714286,6.723809523809524,2260,9,15379,0,4.431746031746032
material-components/material-components-android,7.033023735810113,1.5288957688338494,77.85087719298245,102336,6,15349,79,28.804265565875472
dyc87112/SpringBoot-Learning,4.468401486988848,1.0260223048327135,1.4349442379182156,2813,7,15339,0,2.309789343246593
williamfiset/Algorithms,2.611231101511879,1.0539956803455723,16.20086393088553,32494,6,15209,0,6.622030237580994
antlr/antlr4,5.804545454545455,1.813636363636364,48.343939393939394,40886,13,15197,30,18.654040404040405
justauth/JustAuth,5.386363636363637,1.3352272727272727,13.471590909090908,5385,4,15128,44,6.7310606060606055
prestodb/presto,8.649927483683829,1.347443799854967,71.63551486584481,662863,11,15042,0,27.210962049794535
baomidou/mybatis-plus,5.518656716417911,1.349502487562189,28.355721393034827,28929,7,15036,25,11.74129353233831
android-hacker/VirtualXposed,3.860977288368892,2.792842395044735,14.69580178940124,47736,5,14625,50,7.116540490938289
hdodenhof/CircleImageView,11.0,2.333333333333333,178.66666666666666,360,9,14455,0,64.0
heibaiying/BigData-Notes,5.714285714285714,1.2207792207792207,0.8181818181818182,2124,4,14387,0,2.5844155844155847
thingsboard/thingsboard,8.479354532510678,1.6815377313716184,21.231134314190797,187367,6,14312,55,10.464008859357698
alibaba/ARouter,3.704081632653061,1.4081632653061225,17.448979591836736,3165,6,14263,16,7.520408163265306
mockito/mockito,3.354648303000492,1.4087555336940485,18.59124446630595,50703,10,14188,203,7.78488276766683
ben-manes/caffeine,4.875617792421746,1.6680395387149918,144.33031301482703,75800,8,14179,68,50.29132344865459
Tencent/QMUI_Android,5.468105065666041,1.629455909943715,35.34240150093809,58309,6,14172,35,14.146654158849282
alibaba/DataX,4.444052863436124,1.711894273127753,18.295154185022028,74940,5,14107,6,8.150367107195303
YunaiV/yudao-cloud,7.475247524752476,1.2805280528052805,5.409240924092409,33017,4,13941,5,4.721672167216721
Konloch/bytecode-viewer,4.547872340425532,2.151595744680851,12.034574468085106,18936,8,13933,58,6.24468085106383
apache/hadoop,7.3217379090781405,1.6145886979727515,68.42118076688983,1614295,9,13828,0,25.785835791313573
dromara/Sa-Token,4.602972399150743,1.2335456475583864,66.26114649681529,19760,3,13804,29,24.03255484784147
zhisheng17/flink-learning,4.305555555555555,1.125,3.34375,13941,4,13778,0,2.9247685185185186
eclipse-vertx/vert.x,6.4955203308063405,1.5106822880771882,194.4328049620951,130213,12,13758,0,67.47966919365955
arduino/Arduino,4.126666666666667,1.768888888888889,32.72222222222222,25793,12,13720,37,12.872592592592591
orhanobut/logger,5.833333333333333,1.1666666666666667,14.944444444444445,827,8,13646,16,7.314814814814814
elastic/logstash,5.641581632653061,1.6785714285714286,21.72066326530612,35999,12,13617,120,9.680272108843537
lgvalle/Material-Animations,4.4,1.4666666666666666,4.755555555555556,1010,8,13554,0,3.540740740740741
Curzibn/Luban,2.9655172413793105,1.1724137931034482,10.862068965517242,1088,7,13353,6,5.0
Bigkoo/Android-PickerView,3.725274725274725,1.1538461538461535,15.494505494505496,4421,8,13327,0,6.791208791208792
google/tink,6.821989528795812,1.344240837696335,30.910340314136125,82491,9,13310,21,13.025523560209423
deeplearning4j/deeplearning4j,8.531513736757049,2.246363799604956,55776.666008260014,551046,9,13147,0,18595.814628598793
kunal-kushwaha/DSA-Bootcamp-Java,1.2076271186440677,1.0889830508474576,3.73728813559322,6129,2,13135,0,2.0112994350282487
JessYanCoding/AndroidAutoSize,5.408163265306122,1.4081632653061225,31.285714285714285,1720,5,13107,14,12.700680272108842
apache/pulsar,6.661657426320397,1.680624452874234,81.31193463670849,466342,7,13090,71,29.884738838634373
seaswalker/spring-analysis,2.4242424242424243,1.2424242424242424,1.7878787878787878,378,7,13055,0,1.8181818181818183
GoogleContainerTools/jib,6.9225251076040175,1.223816355810617,17.190817790530847,34823,5,12987,148,8.44571975131516
pinpoint-apm/pinpoint,5.111239739002316,1.1461797516312355,17.131551252367924,353255,8,12929,55,7.796323581000492
java-decompiler/jd-gui,4.538083538083538,2.4176904176904177,11.115479115479117,19309,8,12879,18,6.023751023751024
Netflix/zuul,6.548034934497816,1.6048034934497817,24.95633187772926,19735,10,12849,5,11.036390101892286
apache/druid,7.578508604206501,1.3225239005736138,22.286577437858508,655139,10,12829,55,10.39586998087954
dataease/dataease,4.619736842105263,1.2973684210526315,418.2993421052632,143343,2,12787,55,141.40548245614036
LuckSiege/PictureSelector,5.153324287652646,1.237449118046133,49.44911804613297,38944,6,12689,115,18.613297150610585
facebookarchive/stetho,4.3816013628620105,1.424190800681431,7.5042589437819425,19224,8,12650,13,4.436683702441795
greenrobot/greenDAO,5.019230769230769,2.101648351648352,47.4532967032967,18545,11,12585,8,18.19139194139194
sqshq/piggymetrics,6.040404040404041,1.0606060606060606,3.828282828282828,1881,8,12583,2,3.643097643097643
yuliskov/SmartTubeNext,6.52106135986733,1.539635157545605,55.260033167495855,218660,3,12516,182,21.106909894969597
questdb/questdb,5.717264888710647,1.7742129536795668,232.47944656105875,377888,9,12503,70,79.99030813448299
youth5201314/banner,6.082191780821918,1.8356164383561644,47.68493150684932,2713,7,12485,0,18.53424657534247
zhihu/Matisse,6.657894736842105,1.394736842105263,8.078947368421053,3418,6,12441,15,5.37719298245614
daimajia/AndroidViewAnimations,3.3780487804878048,1.804878048780488,2.292682926829268,965,9,12346,9,2.4918699186991873
macrozheng/mall-learning,4.936893203883495,1.1504854368932038,495.3131067961165,28566,4,12326,0,167.13349514563106
daimajia/AndroidSwipeLayout,3.716216216216216,1.3243243243243243,58.9054054054054,2770,9,12315,18,21.315315315315313
barry-ran/QtScrcpy,4.421052631578948,1.1403508771929824,29.73684210526316,3988,4,12268,28,11.76608187134503
quarkusio/quarkus,5.072217072554142,1.2327884048200892,67.14456054605208,707071,5,12231,255,24.48318867447544
google/guice,3.766604427847426,1.286209655908242,7.976793811683115,79562,9,12128,19,4.343202631812928
Netflix/eureka,5.924324324324324,1.2716216216216216,18.602702702702704,32744,11,11974,147,8.59954954954955
codecentric/spring-boot-admin,7.585313174946003,1.2505399568034556,7.015118790496761,13659,9,11876,109,5.283657307415406
pagehelper/Mybatis-PageHelper,5.879310344827586,1.4367816091954022,28.988505747126435,7156,9,11822,12,12.101532567049809
theonedev/onedev,5.647807442246507,1.4072485820998757,19.323972886982983,252126,4,11816,313,8.793009637109789
neo4j/neo4j,6.47919544198895,1.487396408839779,44.6927658839779,583771,10,11782,72,17.55311924493554
LSPosed/LSPosed,5.531764705882353,1.6494117647058824,48.28,22852,2,11733,38,18.487058823529413
Tencent/VasSonic,4.198198198198198,1.279279279279279,21.61261261261261,7421,6,11714,10,9.030030030030028
gyoogle/tech-interview-for-developer,1.3076923076923077,1.0,0.9230769230769232,609,4,11665,0,1.0769230769230769
Yalantis/uCrop,6.285714285714286,1.3636363636363635,28.454545454545453,4643,7,11602,15,12.034632034632034
apache/zookeeper,5.657092614302462,1.9730363423212192,36.86987104337632,118588,14,11532,0,14.833333333333334
DuGuQiuBai/Java,0.7648953301127214,1.173913043478261,1.0982286634460547,10966,7,11500,0,1.0123456790123457
janishar/mit-deep-learning-book-pdf,0.0,1.0,0.0,2,6,11473,3,0.3333333333333333
realm/realm-java,4.326882845188284,1.2102510460251046,51.75732217573222,110121,11,11406,0,19.0981520223152
redis/jedis,4.924019607843137,1.3125,561.8026960784314,62650,13,11311,87,189.34640522875816
zaproxy/zaproxy,4.598636728147554,1.911788291900561,68.8075380914194,180645,8,11216,333,25.105987703822507
pxb1988/dex2jar,5.430823117338004,1.5709281961471104,21.13309982486865,41709,8,11175,7,9.378283712784588
permissions-dispatcher/PermissionsDispatcher,1.6218487394957983,1.226890756302521,34.378151260504204,3184,8,11168,40,12.408963585434174
jfeinstein10/SlidingMenu,5.081081081081081,1.945945945945946,47.44594594594594,3085,11,11111,0,18.157657657657655
androidannotations/androidannotations,5.990644490644491,1.7162162162162162,26.124740124740125,28796,11,11106,0,11.277200277200278
Tencent/matrix,5.816941852117732,1.346015793251974,12.894472361809044,79032,4,11073,16,6.685810002392916
apache/dolphinscheduler,6.502667213787444,1.3364792778005743,17.624948707427166,104052,4,11052,48,8.48803173300506
code4craft/webmagic,4.5495207667731625,1.1693290734824282,12.763578274760384,8679,10,10944,25,6.160809371671991
gyf-dev/ImmersionBar,6.352112676056338,2.105633802816901,159.25352112676055,7237,6,10923,0,55.9037558685446
H07000223/FlycoTabLayout,6.454545454545454,1.5454545454545454,223.0909090909091,2730,7,10888,4,77.03030303030303
careercup/CtCI-6th-Edition,2.167487684729064,1.0689655172413792,4.482758620689655,21093,8,10876,0,2.573070607553366
lingochamp/FileDownloader,4.5278810408921935,1.687732342007435,42.01486988847584,14387,7,10856,65,16.076827757125155
mission-peace/interview,2.0149925037481258,1.0374812593703149,3.4092953523238383,27259,9,10846,0,2.1539230384807593
alibaba/vlayout,5.314465408805032,1.8553459119496856,72.54088050314465,14042,6,10826,34,26.570230607966455
grpc/grpc-java,5.475822433610781,1.3777249306381292,12.249306381292111,230370,8,10773,149,6.3676179151803405
macrozheng/mall-swarm,3.830310880829016,1.238341968911917,1094.8562176165804,101018,3,10679,2,366.64162348877375
android-async-http/android-async-http,5.662337662337662,1.7857142857142858,45.87662337662338,7620,12,10648,3,17.774891774891774
daniulive/SmarterStreaming,3.8263473053892216,1.0538922155688624,73.76047904191617,10243,7,10617,0,26.213572854291417
jeasonlzy/okhttp-OkGo,5.659279778393352,1.623268698060942,19.445983379501385,13418,7,10559,14,8.909510618651893
aosp-mirror/platform_frameworks_base,8.21725307333616,1.906013443953249,2566.407799915218,3504865,14,10484,0,858.8436888108358
lipangit/JiaoZiVideoPlayer,7.27536231884058,2.1159420289855078,56.63768115942029,4511,7,10456,78,22.00966183574879
tbruyelle/RxPermissions,4.65,1.1,10.1,876,7,10446,11,5.283333333333333
square/javapoet,4.494949494949495,1.1515151515151516,129.26262626262627,7520,10,10420,0,44.96969696969697
alibaba/COLA,4.1220779220779225,1.405194805194805,4.077922077922078,5891,5,10411,10,3.201731601731602
newbee-ltd/newbee-mall,5.033707865168539,1.0674157303370786,34.91011235955056,3935,3,10357,0,13.670411985018726
amitshekhariitbhu/android-interview-questions,0.0,1.0,0.0,5,6,10353,0,0.3333333333333333
