name,cbo,dit,lcom,loc,created_at,stargazer_count,releases,qi
apereo/cas,9.224354817792763,1.4742575541434315,7.77551549734146,195310,12,10312,249,6.158042623092552
jhy/jsoup,5.678678678678678,1.843843843843844,205.3723723723724,30101,13,10303,10,70.96496496496498
JessYanCoding/MVPArms,6.644295302013423,1.2818791946308723,32.1006711409396,5986,7,10238,25,13.342281879194632
google/auto,4.124773960216999,1.7034358047016276,25.45479204339964,30884,10,10228,64,10.427667269439421
JakeWharton/ViewPagerIndicator,6.015151515151516,2.712121212121212,29.272727272727277,2947,12,10166,0,12.666666666666666
metersphere/metersphere,5.187977762334955,1.2988186240444752,509.8293954134816,270683,3,10112,147,172.10539726662034
clojure/clojure,3.79228855721393,1.564676616915423,133.8320895522388,44086,13,10112,0,46.39635157545606
Netflix/conductor,7.456752655538695,1.2549317147192716,78.98179059180576,46775,6,10014,317,29.23115832068791
languagetool-org/languagetool,5.419515943142528,1.5897041874759892,49.81982328082981,212005,10,9996,0,18.943014470482776
supertokens/supertokens-core,10.376640419947506,1.583989501312336,52.68503937007874,78035,3,9994,38,21.548556430446194
TooTallNate/Java-WebSocket,3.718045112781955,1.7969924812030076,34.57518796992481,14502,13,9955,15,13.363408521303258
wasabeef/glide-transformations,5.555555555555555,2.1481481481481484,2.7777777777777777,991,8,9810,0,3.493827160493827
doocs/jvm,0.0,1.0,0.0,5,5,9774,0,0.3333333333333333
cryptomator/cryptomator,8.267002518891688,1.4256926952141058,16.21410579345088,14839,9,9740,159,8.635600335852224
YoKeyword/Fragmentation,5.232394366197183,1.7077464788732395,15.116197183098592,8981,7,9728,30,7.352112676056339
googlesamples/easypermissions,8.93939393939394,1.4848484848484849,12.212121212121213,1705,7,9725,12,7.545454545454546
HarlonWang/AVLoadingIndicatorView,3.565217391304348,1.7826086956521738,6.75,2161,7,9705,1,4.032608695652174
paascloud/paascloud-master,6.002688172043011,1.336021505376344,5.443548387096774,16488,5,9674,0,4.260752688172043
OpenRefine/OpenRefine,6.109882005899705,1.623156342182891,10.2905604719764,66921,10,9650,48,6.007866273352999
ksoichiro/Android-ObservableScrollView,5.014925373134329,1.9671641791044776,7.570149253731343,12621,8,9628,0,4.850746268656716
liaohuqiu/android-Ultra-Pull-To-Refresh,4.043478260869565,1.4161490683229814,19.142857142857142,5476,8,9607,8,8.200828157349896
Activiti/Activiti,5.680902255639098,1.528421052631579,89.78165413533834,151600,10,9603,360,32.330325814536344
hackware1993/MagicIndicator,5.0,1.3398058252427183,26.941747572815533,4533,7,9539,12,11.093851132686083
perwendel/spark,4.542986425339366,1.2986425339366516,47.11764705882353,9588,12,9521,0,17.65309200603318
umano/AndroidSlidingUpPanel,4.941176470588236,1.3529411764705883,132.0,2011,10,9472,8,46.09803921568627
asLody/VirtualApp,3.832394366197183,2.5880281690140845,15.611267605633802,46624,7,9465,0,7.343896713615024
bilibili/DanmakuFlameMaster,5.162790697674419,1.6104651162790695,47.50581395348837,12879,10,9464,5,18.093023255813954
lzyzsd/JsBridge,3.5,1.1785714285714286,14.535714285714286,995,8,9434,0,6.404761904761905
MyCATApache/Mycat-Server,4.940356312935709,1.2935708752904724,78.48799380325329,92943,8,9432,7,28.240640330493154
koral--/android-gif-drawable,6.1692307692307695,1.646153846153846,58.815384615384616,2946,10,9426,60,22.21025641025641
apache/doris,7.800169061707523,1.7036348267117498,85.46086221470837,426893,6,9401,29,31.654888701042548
lihengming/spring-boot-api-project-seed,5.0,1.2666666666666666,9.733333333333333,484,6,9400,4,5.333333333333333
pockethub/PocketHub,6.575471698113208,1.481132075471698,9.04245283018868,6980,12,9399,1,5.699685534591196
jwtk/jjwt,5.743434343434344,1.983838383838384,24.830303030303032,14052,8,9294,0,10.852525252525254
stanfordnlp/CoreNLP,5.94474761255116,1.6382446566621192,144.37585266030013,563204,10,9152,14,50.652948309837804
navasmdc/MaterialDesignLibrary,4.536585365853658,1.8170731707317076,6.7560975609756095,2927,8,9027,3,4.369918699186992
debezium/debezium,7.009174311926605,1.469724770642202,54.34220183486239,155609,7,9016,0,20.940366972477065
resilience4j/resilience4j,6.958305312710155,1.50773369199731,16.422999327505043,56776,8,8996,33,8.296346110737502
OpenFeign/feign,4.85740072202166,1.7220216606498195,12.913357400722022,33000,10,8992,31,6.4975932611311675
crossoverJie/cim,4.829545454545454,1.2840909090909092,18.994318181818183,7280,5,8975,7,8.369318181818182
android/testing-samples,5.571428571428571,1.3571428571428572,3.1904761904761907,1809,8,8972,0,3.3730158730158735
Justson/AgentWeb,5.400778210116732,1.4863813229571985,18.836575875486385,11378,6,8967,19,8.574578469520105
GcsSloop/AndroidNote,4.875,1.375,8.125,402,7,8962,0,4.791666666666667
didi/VirtualAPK,4.895705521472393,1.6134969325153374,17.57668711656442,7981,6,8892,4,8.028629856850715
kekingcn/kkFileView,6.974025974025974,1.0389610389610389,139.80519480519482,5020,5,8878,14,49.27272727272728
nathanmarz/storm,4.433607520564042,1.285546415981199,33.070505287896594,60552,11,8872,0,12.929886408147278
laobie/StatusBarUtil,4.151515151515151,1.5454545454545454,22.545454545454547,1036,7,8815,0,9.414141414141413
huanghaibin-dev/CalendarView,6.568181818181818,2.159090909090909,53.18181818181818,11557,6,8767,0,20.636363636363637
cats-oss/android-gpuimage,2.9607843137254903,2.156862745098039,11.300653594771244,6341,10,8750,0,5.472766884531591
chrisbanes/Android-PullToRefresh,6.024390243902439,2.109756097560976,55.84146341463415,3567,11,8730,0,21.32520325203252
Freelander/Android_Data,2.0,1.0,3.0,116,8,8655,0,2.0
plantuml/plantuml,7.07124824684432,1.534642356241234,38.00084151472651,184606,12,8596,32,15.535577372604022
chrisjenx/Calligraphy,5.72,1.44,11.36,968,9,8596,4,6.173333333333333
Blankj/awesome-java-leetcode,1.6805555555555556,1.0,1.1666666666666667,1772,6,8578,0,1.2824074074074074
firebase/quickstart-android,5.185344827586207,1.375,4.25,6665,7,8565,0,3.603448275862069
ybq/Android-SpinKit,4.816901408450704,3.1690140845070425,21.52112676056338,1812,7,8474,0,9.83568075117371
junit-team/junit4,3.7421768707482994,1.454421768707483,12.970068027210884,32915,14,8469,13,6.0555555555555545
KunMinX/Jetpack-MVVM-Best-Practice,4.840336134453781,1.6218487394957983,12.0,3691,3,8452,0,6.15406162464986
signalapp/Signal-Server,8.565882352941177,1.3447058823529412,16.491764705882353,39889,9,8428,0,8.80078431372549
roughike/BottomBar,4.909090909090909,1.2878787878787878,61.66666666666666,2834,7,8427,4,22.62121212121212
dropwizard/dropwizard,5.986735445836404,1.503316138540899,19.11422254974208,39505,12,8423,143,8.868091378039795
ssssssss-team/spider-flow,5.385093167701863,1.7329192546583851,20.32919254658385,8748,3,8368,2,9.149068322981366
shwenzhang/AndResGuard,3.5303030303030303,1.5,22.37878787878788,6506,7,8339,4,9.136363636363637
airbnb/epoxy,7.5496062992125985,1.7669291338582678,148.73385826771653,48651,7,8337,75,52.68346456692913
zhoutaoo/SpringCloud,6.534090909090909,1.428030303030303,2.310606060606061,3091,6,8299,0,3.4242424242424243
amitshekhariitbhu/Android-Debug-Database,4.147540983606557,1.278688524590164,8.80327868852459,2393,6,8252,12,4.743169398907104
datahub-project/datahub,10.59214659685864,1.1670157068062827,16.293193717277486,87515,7,8250,78,9.350785340314136
json-path/JsonPath,4.686486486486486,1.4837837837837835,28.278378378378378,16724,12,8193,9,11.482882882882883
apache/cassandra,6.439114391143911,1.7905361406555242,59.705448230952896,543114,14,8190,0,22.645032920917444
florent37/MaterialViewPager,4.545454545454546,1.2954545454545454,9.386363636363637,1616,8,8185,11,5.075757575757576
